dataset,model,n_attacks,struct_attrs,embed,aux_cols,n_neighbors,gt_baseline,risk_value,risk_ci_lwr,risk_ci_upr
ego-twitter,ggsd,-1,['deg_centrality'],False,random,4,False,0.0,0.0,0.0107
ego-twitter,grum,-1,['deg_centrality'],False,random,4,True,0.0039,0.0,0.0172
ego-twitter,edge,-1,['deg_centrality'],False,random,5,True,0.0039,0.0,0.0172
ego-twitter,ggsd,-1,['deg_centrality'],False,random,5,False,0.0,0.0,0.0107
ego-twitter,grum,-1,['deg_centrality'],False,random,5,True,0.0118,0.0,0.0289
ego-twitter,edge,-1,['square_clustering'],False,random,1,False,0.0,0.0,0.0107
ego-twitter,ggsd,-1,['square_clustering'],False,random,1,False,0.0,0.0,0.0107
ego-twitter,grum,-1,['square_clustering'],False,random,1,False,0.0,0.0,0.0107
ego-twitter,edge,-1,['square_clustering'],False,random,2,False,0.0,0.0,0.0107
ego-twitter,ggsd,-1,['square_clustering'],False,random,2,False,0.0,0.0,0.0107
ego-twitter,grum,-1,['square_clustering'],False,random,2,True,0.0039,0.0,0.0172
ego-twitter,edge,-1,['square_clustering'],False,random,3,False,0.0,0.0,0.0107
ego-twitter,ggsd,-1,['square_clustering'],False,random,3,False,0.0,0.0,0.0107
ego-twitter,grum,-1,['square_clustering'],False,random,3,False,0.0039,0.0,0.0172
ego-twitter,edge,-1,['square_clustering'],False,random,4,False,0.0,0.0,0.0107
ego-twitter,ggsd,-1,['square_clustering'],False,random,4,False,0.0,0.0,0.0107
ego-twitter,grum,-1,['square_clustering'],False,random,4,True,0.0079,0.0,0.0232
ego-twitter,edge,-1,['square_clustering'],False,random,5,False,0.0,0.0,0.0154
ego-twitter,ggsd,-1,['square_clustering'],False,random,5,False,0.0,0.0,0.0107
ego-twitter,grum,-1,['square_clustering'],False,random,5,False,0.0,0.0,0.0107
ego-twitter,edge,-1,['eigenvec_centrality'],False,random,1,False,0.0,0.0,0.0107
ego-twitter,ggsd,-1,['eigenvec_centrality'],False,random,1,False,0.0,0.0,0.0107
ego-twitter,grum,-1,['eigenvec_centrality'],False,random,1,True,0.0039,0.0,0.0172
ego-twitter,edge,-1,['eigenvec_centrality'],False,random,2,False,0.0,0.0,0.0107
ego-twitter,ggsd,-1,['eigenvec_centrality'],False,random,2,False,0.0,0.0,0.0107
ego-twitter,grum,-1,['eigenvec_centrality'],False,random,2,False,0.0,0.0,0.0107
ego-twitter,edge,-1,['eigenvec_centrality'],False,random,3,False,0.0,0.0,0.0093
ego-twitter,ggsd,-1,['eigenvec_centrality'],False,random,3,False,0.0,0.0,0.0107
ego-twitter,grum,-1,['eigenvec_centrality'],False,random,3,True,0.0079,0.0,0.0232
ego-twitter,edge,-1,['eigenvec_centrality'],False,random,4,False,0.0,0.0,0.0107
ego-twitter,ggsd,-1,['eigenvec_centrality'],False,random,4,False,0.0,0.0,0.0107
ego-twitter,grum,-1,['eigenvec_centrality'],False,random,4,True,0.0079,0.0,0.0232
ego-twitter,edge,-1,['eigenvec_centrality'],False,random,5,True,0.0039,0.0,0.0172
ego-twitter,ggsd,-1,['eigenvec_centrality'],False,random,5,False,0.0,0.0,0.0107
ego-twitter,grum,-1,['eigenvec_centrality'],False,random,5,True,0.0118,0.0,0.0289
ego-twitter,edge,-1,['betweenness_centrality'],False,random,1,False,0.0,0.0,0.0107
ego-twitter,ggsd,-1,['betweenness_centrality'],False,random,1,False,0.0,0.0,0.0107
ego-twitter,grum,-1,['betweenness_centrality'],False,random,1,False,0.0,0.0,0.0107
ego-twitter,edge,-1,['betweenness_centrality'],False,random,2,False,0.0,0.0,0.0107
ego-twitter,ggsd,-1,['betweenness_centrality'],False,random,2,False,0.0,0.0,0.0107
ego-twitter,grum,-1,['betweenness_centrality'],False,random,2,True,0.0039,0.0,0.0172
ego-twitter,edge,-1,['betweenness_centrality'],False,random,3,True,0.0079,0.0,0.0232
ego-twitter,ggsd,-1,['betweenness_centrality'],False,random,3,False,0.0,0.0,0.0107
ego-twitter,grum,-1,['betweenness_centrality'],False,random,3,True,0.0039,0.0,0.0172
ego-twitter,edge,-1,['betweenness_centrality'],False,random,4,False,0.0039,0.0,0.0172
ego-twitter,ggsd,-1,['betweenness_centrality'],False,random,4,False,0.0,0.0,0.0107
ego-twitter,grum,-1,['betweenness_centrality'],False,random,4,True,0.0039,0.0,0.0172
ego-twitter,edge,-1,['betweenness_centrality'],False,random,5,False,0.0,0.0,0.0107
ego-twitter,ggsd,-1,['betweenness_centrality'],False,random,5,False,0.0,0.0,0.0107
ego-twitter,grum,-1,['betweenness_centrality'],False,random,5,True,0.0158,0.0,0.0345
elliptic,edge,-1,all,False,struct-struct,1,True,0.0004,0.0,0.0009
elliptic,ggsd,-1,all,False,struct-struct,1,False,0.0,0.0,0.0003
elliptic,edge,-1,all,False,struct-struct,2,True,0.0005,0.0,0.0011
elliptic,ggsd,-1,all,False,struct-struct,2,True,0.0003,0.0,0.001
elliptic,edge,-1,all,False,struct-struct,3,True,0.0008,0.0,0.0019
elliptic,ggsd,-1,all,False,struct-struct,3,False,0.0,0.0,0.0005
elliptic,edge,-1,all,False,struct-struct,4,True,0.0008,0.0,0.0018
elliptic,ggsd,-1,all,False,struct-struct,4,False,0.0,0.0,0.0004
elliptic,edge,-1,all,False,struct-struct,5,True,0.0013,0.0,0.003
elliptic,ggsd,-1,all,False,struct-struct,5,True,0.0002,0.0,0.0007
elliptic,edge,-1,all,False,feat-struct,1,False,0.0,0.0,0.0003
elliptic,ggsd,-1,all,False,feat-struct,1,False,0.0,0.0,0.0003
elliptic,edge,-1,all,False,feat-struct,2,False,0.0,0.0,0.0003
elliptic,ggsd,-1,all,False,feat-struct,2,False,0.0,0.0,0.0003
elliptic,edge,-1,all,False,feat-struct,3,False,0.0,0.0,0.0003
elliptic,ggsd,-1,all,False,feat-struct,3,False,0.0,0.0,0.0003
elliptic,edge,-1,all,False,feat-struct,4,False,0.0,0.0,0.0003
elliptic,ggsd,-1,all,False,feat-struct,4,False,0.0,0.0,0.0003
elliptic,edge,-1,all,False,feat-struct,5,False,0.0,0.0,0.0003
elliptic,ggsd,-1,all,False,feat-struct,5,False,0.0,0.0,0.0003
elliptic,edge,-1,all,False,random,1,True,0.0001,0.0,0.0007
elliptic,ggsd,-1,all,False,random,1,False,0.0,0.0,0.0003
elliptic,edge,-1,all,False,random,2,True,0.002,0.0009,0.0031
elliptic,ggsd,-1,all,False,random,2,False,0.0,0.0,0.0003
elliptic,edge,-1,all,False,random,3,True,0.0002,0.0,0.001
elliptic,ggsd,-1,all,False,random,3,True,0.0002,0.0,0.0008
elliptic,edge,-1,all,False,random,4,True,0.001,0.0002,0.0018
elliptic,ggsd,-1,all,False,random,4,False,0.0,0.0,0.0002
elliptic,edge,-1,all,False,random,5,True,0.0026,0.0011,0.0041
elliptic,ggsd,-1,all,False,random,5,True,0.0003,0.0,0.0012
elliptic,edge,-1,['avg_neigh_deg'],False,random,1,False,0.0,0.0,0.0003
elliptic,ggsd,-1,['avg_neigh_deg'],False,random,1,False,0.0,0.0,0.0003
elliptic,edge,-1,['avg_neigh_deg'],False,random,2,False,0.0,0.0,0.0003
elliptic,ggsd,-1,['avg_neigh_deg'],False,random,2,False,0.0,0.0,0.0003
elliptic,edge,-1,['avg_neigh_deg'],False,random,3,False,0.0,0.0,0.0003
elliptic,ggsd,-1,['avg_neigh_deg'],False,random,3,False,0.0,0.0,0.0003
elliptic,edge,-1,['avg_neigh_deg'],False,random,4,False,0.0,0.0,0.0003
elliptic,ggsd,-1,['avg_neigh_deg'],False,random,4,False,0.0,0.0,0.0003
elliptic,edge,-1,['avg_neigh_deg'],False,random,5,False,0.0,0.0,0.0003
elliptic,ggsd,-1,['avg_neigh_deg'],False,random,5,False,0.0,0.0,0.0003
elliptic,edge,-1,['clus_coef'],False,random,1,False,0.0,0.0,0.0003
elliptic,ggsd,-1,['clus_coef'],False,random,1,False,0.0,0.0,0.0003
elliptic,edge,-1,['clus_coef'],False,random,2,False,0.0,0.0,0.0003
elliptic,ggsd,-1,['clus_coef'],False,random,2,False,0.0,0.0,0.0003
elliptic,edge,-1,['clus_coef'],False,random,3,False,0.0,0.0,0.0003
elliptic,ggsd,-1,['clus_coef'],False,random,3,False,0.0,0.0,0.0003
elliptic,edge,-1,['clus_coef'],False,random,4,False,0.0,0.0,0.0003
elliptic,ggsd,-1,['clus_coef'],False,random,4,False,0.0,0.0,0.0003
elliptic,edge,-1,['clus_coef'],False,random,5,False,0.0,0.0,0.0003
elliptic,ggsd,-1,['clus_coef'],False,random,5,False,0.0,0.0,0.0003
elliptic,edge,-1,['deg_centrality'],False,random,1,False,0.0,0.0,0.0003
elliptic,ggsd,-1,['deg_centrality'],False,random,1,False,0.0,0.0,0.0003
elliptic,edge,-1,['deg_centrality'],False,random,2,False,0.0,0.0,0.0003
elliptic,ggsd,-1,['deg_centrality'],False,random,2,False,0.0,0.0,0.0003
elliptic,edge,-1,['deg_centrality'],False,random,3,False,0.0,0.0,0.0003
elliptic,ggsd,-1,['deg_centrality'],False,random,3,False,0.0,0.0,0.0003
elliptic,edge,-1,['deg_centrality'],False,random,4,False,0.0,0.0,0.0003
elliptic,ggsd,-1,['deg_centrality'],False,random,4,False,0.0,0.0,0.0003
elliptic,edge,-1,['deg_centrality'],False,random,5,False,0.0,0.0,0.0003
elliptic,ggsd,-1,['deg_centrality'],False,random,5,False,0.0,0.0,0.0003
elliptic,edge,-1,['square_clustering'],False,random,1,False,0.0,0.0,0.0003
elliptic,ggsd,-1,['square_clustering'],False,random,1,False,0.0,0.0,0.0003
elliptic,edge,-1,['square_clustering'],False,random,2,False,0.0,0.0,0.0003
elliptic,ggsd,-1,['square_clustering'],False,random,2,False,0.0,0.0,0.0003
elliptic,edge,-1,['square_clustering'],False,random,3,False,0.0,0.0,0.0003
elliptic,ggsd,-1,['square_clustering'],False,random,3,False,0.0,0.0,0.0003
elliptic,edge,-1,['square_clustering'],False,random,4,False,0.0,0.0,0.0003
elliptic,ggsd,-1,['square_clustering'],False,random,4,False,0.0,0.0,0.0003
elliptic,edge,-1,['square_clustering'],False,random,5,False,0.0,0.0,0.0003
elliptic,ggsd,-1,['square_clustering'],False,random,5,False,0.0,0.0,0.0003
elliptic,edge,-1,['eigenvec_centrality'],False,random,1,False,0.0,0.0,0.0003
elliptic,ggsd,-1,['eigenvec_centrality'],False,random,1,False,0.0,0.0,0.0003
elliptic,edge,-1,['eigenvec_centrality'],False,random,2,False,0.0,0.0,0.0003
elliptic,ggsd,-1,['eigenvec_centrality'],False,random,2,False,0.0,0.0,0.0003
elliptic,edge,-1,['eigenvec_centrality'],False,random,3,False,0.0,0.0,0.0003
elliptic,ggsd,-1,['eigenvec_centrality'],False,random,3,False,0.0,0.0,0.0003
elliptic,edge,-1,['eigenvec_centrality'],False,random,4,False,0.0,0.0,0.0003
elliptic,ggsd,-1,['eigenvec_centrality'],False,random,4,False,0.0,0.0,0.0003
elliptic,edge,-1,['eigenvec_centrality'],False,random,5,False,0.0,0.0,0.0003
elliptic,ggsd,-1,['eigenvec_centrality'],False,random,5,False,0.0,0.0,0.0003
elliptic,edge,-1,['betweenness_centrality'],False,random,1,False,0.0,0.0,0.0003
elliptic,ggsd,-1,['betweenness_centrality'],False,random,1,False,0.0,0.0,0.0003
elliptic,edge,-1,['betweenness_centrality'],False,random,2,False,0.0,0.0,0.0003
elliptic,ggsd,-1,['betweenness_centrality'],False,random,2,False,0.0,0.0,0.0003
elliptic,edge,-1,['betweenness_centrality'],False,random,3,False,0.0,0.0,0.0003
elliptic,ggsd,-1,['betweenness_centrality'],False,random,3,False,0.0,0.0,0.0003
elliptic,edge,-1,['betweenness_centrality'],False,random,4,False,0.0,0.0,0.0003
elliptic,ggsd,-1,['betweenness_centrality'],False,random,4,False,0.0,0.0,0.0003
elliptic,edge,-1,['betweenness_centrality'],False,random,5,False,0.0,0.0,0.0003
elliptic,ggsd,-1,['betweenness_centrality'],False,random,5,False,0.0,0.0,0.0003
ego-facebook,spectre,-1,all,False,struct-struct,1,False,0.0,0.0,0.0
ego-facebook,spectre,-1,all,False,struct-struct,2,True,0.0,0.0,0.0
ego-facebook,spectre,-1,all,False,struct-struct,3,False,0.0,0.0,0.0
ego-facebook,spectre,-1,all,False,struct-struct,4,False,0.0,0.0,0.0
ego-facebook,spectre,-1,all,False,struct-struct,5,False,0.0,0.0,0.0
ego-facebook,spectre,-1,all,False,feat-struct,1,False,0.0,0.0,0.0021
ego-facebook,spectre,-1,all,False,feat-struct,2,False,0.0,0.0,0.0021
ego-facebook,spectre,-1,all,False,feat-struct,3,False,0.0,0.0,0.0021
ego-facebook,spectre,-1,all,False,feat-struct,4,False,0.0,0.0,0.0021
ego-facebook,spectre,-1,all,False,feat-struct,5,True,0.0,0.0,0.0022
ego-facebook,spectre,-1,all,False,random,1,True,0.0,0.0,0.0032
ego-facebook,spectre,-1,all,False,random,2,False,0.0,0.0,0.0012
ego-facebook,spectre,-1,all,False,random,3,False,0.0,0.0,0.0032
ego-facebook,spectre,-1,all,False,random,4,False,0.0,0.0,0.0
ego-facebook,spectre,-1,all,False,random,5,True,0.0,0.0,0.0043
ego-facebook,spectre,-1,['avg_neigh_deg'],False,random,1,False,0.0,0.0,0.0021
ego-facebook,spectre,-1,['clus_coef'],False,random,1,False,0.0,0.0,0.0021
ego-facebook,spectre,-1,['deg_centrality'],False,random,1,False,0.0,0.0,0.0021
ego-facebook,spectre,-1,['square_clustering'],False,random,1,False,0.0,0.0,0.0021
ego-facebook,spectre,-1,['eigenvec_centrality'],False,random,1,False,0.0,0.0,0.0021
ego-facebook,spectre,-1,['betweenness_centrality'],False,random,1,True,0.0,0.0,0.0032
ego-facebook,spectre,-1,['avg_neigh_deg'],False,random,2,False,0.0,0.0,0.0021
ego-facebook,spectre,-1,['clus_coef'],False,random,2,True,0.0,0.0,0.0022
ego-facebook,spectre,-1,['deg_centrality'],False,random,2,True,0.0,0.0,0.0032
ego-facebook,spectre,-1,['square_clustering'],False,random,2,False,0.0,0.0,0.0021
ego-facebook,spectre,-1,['eigenvec_centrality'],False,random,2,False,0.0,0.0,0.0021
ego-facebook,spectre,-1,['betweenness_centrality'],False,random,2,False,0.0,0.0,0.0021
ego-facebook,spectre,-1,['avg_neigh_deg'],False,random,3,True,0.0,0.0,0.0032
ego-facebook,spectre,-1,['clus_coef'],False,random,3,False,0.0,0.0,0.0012
ego-facebook,spectre,-1,['deg_centrality'],False,random,3,False,0.0,0.0,0.0021
ego-facebook,spectre,-1,['square_clustering'],False,random,3,True,0.0,0.0,0.0032
ego-facebook,spectre,-1,['eigenvec_centrality'],False,random,3,False,0.0,0.0,0.0012
ego-facebook,spectre,-1,['betweenness_centrality'],False,random,3,False,0.0,0.0,0.0043
ego-facebook,spectre,-1,['avg_neigh_deg'],False,random,4,False,0.0,0.0,0.0032
ego-facebook,spectre,-1,['clus_coef'],False,random,4,False,0.0,0.0,0.0032
ego-facebook,spectre,-1,['deg_centrality'],False,random,4,True,0.0,0.0,0.0043
ego-facebook,spectre,-1,['square_clustering'],False,random,4,False,0.0,0.0,0.0021
ego-facebook,spectre,-1,['eigenvec_centrality'],False,random,4,True,0.0,0.0,0.0087
ego-facebook,spectre,-1,['betweenness_centrality'],False,random,4,False,0.0,0.0,0.0043
ego-facebook,spectre,-1,['avg_neigh_deg'],False,random,5,True,0.0,0.0,0.0076
ego-facebook,spectre,-1,['clus_coef'],False,random,5,True,0.0,0.0,0.0043
ego-facebook,spectre,-1,['deg_centrality'],False,random,5,True,0.0,0.0,0.0065
ego-facebook,spectre,-1,['square_clustering'],False,random,5,True,0.0033,0.0,0.0164
ego-facebook,spectre,-1,['eigenvec_centrality'],False,random,5,True,0.0228,0.0,0.0458
ego-facebook,spectre,-1,['betweenness_centrality'],False,random,5,False,0.0,0.0,0.0021
ego-twitter,spectre,-1,all,False,struct-struct,1,True,0.0039,0.0,0.0172
ego-twitter,spectre,-1,all,False,struct-struct,2,True,0.0197,0.0,0.0399
ego-twitter,spectre,-1,all,False,struct-struct,3,True,0.0279,0.0,0.0576
ego-twitter,spectre,-1,all,False,struct-struct,4,True,0.0436,0.0143,0.0729
ego-twitter,spectre,-1,all,False,struct-struct,5,True,0.0,0.0,0.0
ego-twitter,spectre,-1,all,False,feat-struct,1,False,0.0,0.0,0.0107
ego-twitter,spectre,-1,all,False,feat-struct,2,False,0.0,0.0,0.0107
ego-twitter,spectre,-1,all,False,feat-struct,3,False,0.0,0.0,0.0107
ego-twitter,spectre,-1,all,False,feat-struct,4,False,0.0,0.0,0.0107
ego-twitter,spectre,-1,all,False,feat-struct,5,False,0.0,0.0,0.0107
ego-twitter,spectre,-1,all,False,random,1,False,0.0,0.0,0.0107
ego-twitter,spectre,-1,all,False,random,2,True,0.0119,0.0,0.0376
ego-twitter,spectre,-1,all,False,random,3,True,0.0039,0.0,0.0211
ego-twitter,spectre,-1,all,False,random,4,True,0.0514,0.0222,0.0805
ego-twitter,spectre,-1,all,False,random,5,True,0.0,0.0,0.0274
ego-twitter,spectre,-1,['avg_neigh_deg'],False,random,1,False,0.0,0.0,0.0107
ego-twitter,spectre,-1,['clus_coef'],False,random,1,False,0.0,0.0,0.0107
ego-twitter,spectre,-1,['deg_centrality'],False,random,1,False,0.0,0.0,0.0107
ego-twitter,spectre,-1,['square_clustering'],False,random,1,False,0.0,0.0,0.0107
ego-twitter,spectre,-1,['eigenvec_centrality'],False,random,1,False,0.0,0.0,0.0107
ego-twitter,spectre,-1,['betweenness_centrality'],False,random,1,False,0.0,0.0,0.0107
ego-twitter,spectre,-1,['avg_neigh_deg'],False,random,2,False,0.0,0.0,0.0107
ego-twitter,spectre,-1,['clus_coef'],False,random,2,False,0.0,0.0,0.0107
ego-twitter,spectre,-1,['deg_centrality'],False,random,2,False,0.0,0.0,0.0107
ego-twitter,spectre,-1,['square_clustering'],False,random,2,False,0.0,0.0,0.0107
ego-twitter,spectre,-1,['eigenvec_centrality'],False,random,2,False,0.0,0.0,0.0107
ego-twitter,spectre,-1,['betweenness_centrality'],False,random,2,False,0.0,0.0,0.0107
ego-twitter,spectre,-1,['avg_neigh_deg'],False,random,3,False,0.0,0.0,0.0107
ego-twitter,spectre,-1,['clus_coef'],False,random,3,False,0.0,0.0,0.0107
ego-twitter,spectre,-1,['deg_centrality'],False,random,3,False,0.0,0.0,0.0107
ego-twitter,spectre,-1,['square_clustering'],False,random,3,False,0.0,0.0,0.0107
ego-twitter,spectre,-1,['eigenvec_centrality'],False,random,3,False,0.0,0.0,0.0107
ego-twitter,spectre,-1,['betweenness_centrality'],False,random,3,False,0.0,0.0,0.0107
ego-twitter,spectre,-1,['avg_neigh_deg'],False,random,4,False,0.0,0.0,0.0107
ego-twitter,spectre,-1,['clus_coef'],False,random,4,False,0.0,0.0,0.0093
ego-twitter,spectre,-1,['deg_centrality'],False,random,4,False,0.0,0.0,0.0107
ego-twitter,spectre,-1,['square_clustering'],False,random,4,False,0.0039,0.0,0.0172
ego-twitter,spectre,-1,['eigenvec_centrality'],False,random,4,False,0.0,0.0,0.0107
ego-twitter,spectre,-1,['betweenness_centrality'],False,random,4,False,0.0,0.0,0.0107
ego-twitter,spectre,-1,['avg_neigh_deg'],False,random,5,False,0.0,0.0,0.0107
ego-twitter,spectre,-1,['clus_coef'],False,random,5,True,0.0039,0.0,0.0172
ego-twitter,spectre,-1,['deg_centrality'],False,random,5,False,0.0,0.0,0.0107
ego-twitter,spectre,-1,['square_clustering'],False,random,5,False,0.0,0.0,0.0107
ego-twitter,spectre,-1,['eigenvec_centrality'],False,random,5,False,0.0,0.0,0.0107
ego-twitter,spectre,-1,['betweenness_centrality'],False,random,5,False,0.0,0.0,0.0107
ego-facebook,spectre,-1,all,False,feat-feat,1,False,0.0,0.0,0.0021
ego-facebook,spectre,-1,all,False,feat-feat,2,False,0.0,0.0,0.0021
ego-facebook,spectre,-1,all,False,feat-feat,3,True,0.0,0.0,0.0032
ego-facebook,spectre,-1,all,False,feat-feat,4,False,0.0,0.0,0.0021
ego-facebook,spectre,-1,all,False,feat-feat,5,True,0.0,0.0,0.0054
ego-twitter,spectre,-1,all,False,feat-feat,1,False,0.0,0.0,0.0107
ego-twitter,spectre,-1,all,False,feat-feat,2,False,0.0,0.0,0.0107
ego-twitter,spectre,-1,all,False,feat-feat,3,True,0.0079,0.0,0.0232
ego-twitter,spectre,-1,all,False,feat-feat,4,False,0.0,0.0,0.0107
ego-twitter,spectre,-1,all,False,feat-feat,5,False,0.0,0.0,0.0107
